country,sex,age_group,year,population_000
bfa,m,adult,2020,3569.739990234375
bfa,f,total,2020,5910.13134765625
bfa,f,youth,2020,2088.35107421875
bfa,f,adult,2020,3821.780029296875
bdi,mf,total,1991,2969.2900390625
bdi,mf,youth,1991,980.301025390625
bdi,mf,adult,1991,1988.989013671875
bdi,m,total,1991,1429.9949951171875
bdi,m,youth,1991,485.24200439453125
bdi,m,adult,1991,944.7529907226562
bdi,f,total,1991,1539.2950439453125
bdi,f,youth,1991,495.0589904785156
bdi,f,adult,1991,1044.2359619140625
bdi,mf,total,1992,3013.39892578125
bdi,mf,youth,1992,998.072998046875
bdi,mf,adult,1992,2015.3260498046875
bdi,m,total,1992,1448.5059814453125
bdi,m,youth,1992,493.3590087890625
bdi,m,adult,1992,955.14697265625
bdi,f,total,1992,1564.8929443359375
bdi,f,youth,1992,504.7139892578125
bdi,f,adult,1992,1060.178955078125
bdi,mf,total,1993,3061.05908203125
bdi,mf,youth,1993,1023.9089965820312
bdi,mf,adult,1993,2037.1500244140625
bdi,m,total,1993,1468.447998046875
bdi,m,youth,1993,505.5989990234375
bdi,m,adult,1993,962.8489990234375
bdi,f,total,1993,1592.611083984375
bdi,f,youth,1993,518.3099975585938
bdi,f,adult,1993,1074.301025390625
bdi,mf,total,1994,3111.2041015625
bdi,mf,youth,1994,1057.9239501953125
bdi,mf,adult,1994,2053.280029296875
bdi,m,total,1994,1490.241943359375
bdi,m,youth,1994,522.364013671875
bdi,m,adult,1994,967.8779907226562
bdi,f,total,1994,1620.962158203125
bdi,f,youth,1994,535.5599975585938
bdi,f,adult,1994,1085.4019775390625
bdi,mf,total,1995,3163.924072265625
bdi,mf,youth,1995,1100.0849609375
bdi,mf,adult,1995,2063.839111328125
bdi,m,total,1995,1514.5899658203125
bdi,m,youth,1995,543.8660278320312
bdi,m,adult,1995,970.7239990234375
bdi,f,total,1995,1649.3341064453125
bdi,f,youth,1995,556.218994140625
bdi,f,adult,1995,1093.114990234375
bdi,mf,total,1996,3207.9599609375
bdi,mf,youth,1996,1134.7669677734375
bdi,mf,adult,1996,2073.193115234375
bdi,m,total,1996,1540.469970703125
bdi,m,youth,1996,560.9609985351562
bdi,m,adult,1996,979.5089721679688
bdi,f,total,1996,1667.489990234375
bdi,f,youth,1996,573.8060302734375
bdi,f,adult,1996,1093.6839599609375
bdi,mf,total,1997,3253.77197265625
bdi,mf,youth,1997,1175.593994140625
bdi,mf,adult,1997,2078.177978515625
bdi,m,total,1997,1568.3089599609375
bdi,m,youth,1997,581.5180053710938
bdi,m,adult,1997,986.791015625
bdi,f,total,1997,1685.4630126953125
bdi,f,youth,1997,594.0759887695312
bdi,f,adult,1997,1091.386962890625
bdi,mf,total,1998,3307.20703125
bdi,mf,youth,1998,1223.81005859375
bdi,mf,adult,1998,2083.39697265625
bdi,m,total,1998,1600.5340576171875
bdi,m,youth,1998,606.0330200195312
bdi,m,adult,1998,994.5009765625
bdi,f,total,1998,1706.6729736328125
bdi,f,youth,1998,617.7769775390625
bdi,f,adult,1998,1088.89599609375
bdi,mf,total,1999,3375.6279296875
bdi,mf,youth,1999,1280.60595703125
bdi,mf,adult,1999,2095.02197265625
bdi,m,total,1999,1640.0560302734375
bdi,m,youth,1999,634.7869873046875
bdi,m,adult,1999,1005.2689819335938
bdi,f,total,1999,1735.5718994140625
bdi,f,youth,1999,645.8189697265625
bdi,f,adult,1999,1089.7530517578125
bdi,mf,total,2000,3463.721923828125
bdi,mf,youth,2000,1346.9169921875
bdi,mf,adult,2000,2116.804931640625
bdi,m,total,2000,1688.6240234375
bdi,m,youth,2000,667.9409790039062
bdi,m,adult,2000,1020.6829833984375
bdi,f,total,2000,1775.097900390625
bdi,f,youth,2000,678.9760131835938
bdi,f,adult,2000,1096.1219482421875
bdi,mf,total,2001,3606.2890625
bdi,mf,youth,2001,1424.636962890625
bdi,mf,adult,2001,2181.652099609375
bdi,m,total,2001,1762.281005859375
bdi,m,youth,2001,706.9660034179688
bdi,m,adult,2001,1055.31494140625
bdi,f,total,2001,1844.008056640625
bdi,f,youth,2001,717.6710205078125
bdi,f,adult,2001,1126.3370361328125
bdi,mf,total,2002,3770.5029296875
bdi,mf,youth,2002,1506.760986328125
bdi,mf,adult,2002,2263.741943359375
bdi,m,total,2002,1845.8699951171875
bdi,m,youth,2002,747.447998046875
bdi,m,adult,2002,1098.4219970703125
bdi,f,total,2002,1924.6329345703125
bdi,f,youth,2002,759.31298828125
bdi,f,adult,2002,1165.3199462890625
bdi,mf,total,2003,3951.583984375
bdi,mf,youth,2003,1590.1629638671875
bdi,mf,adult,2003,2361.4208984375
bdi,m,total,2003,1936.9730224609375
bdi,m,youth,2003,787.8040161132812
bdi,m,adult,2003,1149.1689453125
bdi,f,total,2003,2014.6109619140625
bdi,f,youth,2003,802.3590087890625
bdi,f,adult,2003,1212.251953125
bdi,mf,total,2004,4141.85107421875
bdi,mf,youth,2004,1670.23095703125
bdi,mf,adult,2004,2471.6201171875
bdi,m,total,2004,2031.8580322265625
bdi,m,youth,2004,825.8579711914062
bdi,m,adult,2004,1206.0
bdi,f,total,2004,2109.9931640625
bdi,f,youth,2004,844.3729858398438
bdi,f,adult,2004,1265.6199951171875
bdi,mf,total,2005,4335.09423828125
bdi,mf,youth,2005,1743.60595703125
bdi,mf,adult,2005,2591.488037109375
bdi,m,total,2005,2127.618896484375
bdi,m,youth,2005,860.1580200195312
bdi,m,adult,2005,1267.4610595703125
bdi,f,total,2005,2207.475341796875
bdi,f,youth,2005,883.447998046875
bdi,f,adult,2005,1324.0269775390625
bdi,mf,total,2006,4523.86279296875
bdi,mf,youth,2006,1809.696044921875
bdi,mf,adult,2006,2714.1669921875
bdi,m,total,2006,2220.3779296875
bdi,m,youth,2006,889.3980102539062
bdi,m,adult,2006,1330.97998046875
bdi,f,total,2006,2303.48486328125
bdi,f,youth,2006,920.2979736328125
bdi,f,adult,2006,1383.18701171875
bdi,mf,total,2007,4716.10986328125
bdi,mf,youth,2007,1870.7099609375
bdi,mf,adult,2007,2845.39990234375
bdi,m,total,2007,2314.02197265625
bdi,m,youth,2007,915.6530151367188
bdi,m,adult,2007,1398.3690185546875
bdi,f,total,2007,2402.087890625
bdi,f,youth,2007,955.0570068359375
bdi,f,adult,2007,1447.031005859375
bdi,mf,total,2008,4910.08984375
bdi,mf,youth,2008,1925.7969970703125
bdi,mf,adult,2008,2984.29296875
bdi,m,total,2008,2408.16796875
bdi,m,youth,2008,939.0280151367188
bdi,m,adult,2008,1469.1400146484375
bdi,f,total,2008,2501.921875
bdi,f,youth,2008,986.7689819335938
bdi,f,adult,2008,1515.1529541015625
bdi,mf,total,2009,5104.86181640625
bdi,mf,youth,2009,1974.2010498046875
bdi,mf,adult,2009,3130.660888671875
bdi,m,total,2009,2502.791015625
bdi,m,youth,2009,959.60400390625
bdi,m,adult,2009,1543.18701171875
bdi,f,total,2009,2602.07080078125
bdi,f,youth,2009,1014.5969848632812
bdi,f,adult,2009,1587.4739990234375
bdi,mf,total,2010,5299.7001953125
bdi,mf,youth,2010,2015.4090576171875
bdi,mf,adult,2010,3284.291015625
bdi,m,total,2010,2597.70703125
bdi,m,youth,2010,977.3909912109375
bdi,m,adult,2010,1620.3160400390625
bdi,f,total,2010,2701.9931640625
bdi,f,youth,2010,1038.0179443359375
bdi,f,adult,2010,1663.9749755859375
bdi,mf,total,2011,5466.10205078125
bdi,mf,youth,2011,2047.178955078125
bdi,mf,adult,2011,3418.923095703125
bdi,m,total,2011,2677.22900390625
bdi,m,youth,2011,993.6079711914062
bdi,m,adult,2011,1683.6209716796875
bdi,f,total,2011,2788.873046875
bdi,f,youth,2011,1053.571044921875
bdi,f,adult,2011,1735.302001953125
bdi,mf,total,2012,5636.48779296875
bdi,mf,youth,2012,2074.387939453125
bdi,mf,adult,2012,3562.10009765625
bdi,m,total,2012,2759.56298828125
bdi,m,youth,2012,1008.5170288085938
bdi,m,adult,2012,1751.0460205078125
bdi,f,total,2012,2876.9248046875
bdi,f,youth,2012,1065.8709716796875
bdi,f,adult,2012,1811.053955078125
bdi,mf,total,2013,5810.39208984375
bdi,mf,youth,2013,2098.75390625
bdi,mf,adult,2013,3711.637939453125
bdi,m,total,2013,2844.1640625
bdi,m,youth,2013,1022.6409912109375
bdi,m,adult,2013,1821.52294921875
bdi,f,total,2013,2966.22802734375
bdi,f,youth,2013,1076.113037109375
bdi,f,adult,2013,1890.114990234375
bdi,mf,total,2014,5987.98095703125
bdi,mf,youth,2014,2123.2109375
bdi,mf,adult,2014,3864.77001953125
bdi,m,total,2014,2930.735107421875
bdi,m,youth,2014,1036.9580078125
bdi,m,adult,2014,1893.7769775390625
bdi,f,total,2014,3057.245849609375
bdi,f,youth,2014,1086.2530517578125
bdi,f,adult,2014,1970.9930419921875
bdi,mf,total,2015,6170.6171875
bdi,mf,youth,2015,2150.5400390625
bdi,mf,adult,2015,4020.076904296875
bdi,m,total,2015,3019.743896484375
bdi,m,youth,2015,1052.5479736328125
bdi,m,adult,2015,1967.196044921875
bdi,f,total,2015,3150.873291015625
bdi,f,youth,2015,1097.991943359375
bdi,f,adult,2015,2052.881103515625
bdi,mf,total,2016,6352.14697265625
bdi,mf,youth,2016,2179.487060546875
bdi,mf,adult,2016,4172.66015625
bdi,m,total,2016,3107.486083984375
bdi,m,youth,2016,1068.487060546875
bdi,m,adult,2016,2038.9990234375
bdi,f,total,2016,3244.660888671875
bdi,f,youth,2016,1111.0
bdi,f,adult,2016,2133.660888671875
bdi,mf,total,2017,6540.35693359375
bdi,mf,youth,2017,2212.60205078125
bdi,mf,adult,2017,4327.7548828125
bdi,m,total,2017,3198.662109375
bdi,m,youth,2017,1086.39501953125
bdi,m,adult,2017,2112.26708984375
bdi,f,total,2017,3341.69482421875
bdi,f,youth,2017,1126.20703125
bdi,f,adult,2017,2215.488037109375
bdi,mf,total,2018,6737.298828125
bdi,mf,youth,2018,2252.701904296875
bdi,mf,adult,2018,4484.59716796875
bdi,m,total,2018,3294.299072265625
bdi,m,youth,2018,1107.7239990234375
bdi,m,adult,2018,2186.574951171875
bdi,f,total,2018,3442.999755859375
bdi,f,youth,2018,1144.97802734375
bdi,f,adult,2018,2298.02197265625
bdi,mf,total,2019,6946.80419921875
bdi,mf,youth,2019,2303.902099609375
bdi,mf,adult,2019,4642.90185546875
bdi,m,total,2019,3396.305908203125
bdi,m,youth,2019,1134.612060546875
bdi,m,adult,2019,2261.694091796875
bdi,f,total,2019,3550.498291015625
bdi,f,youth,2019,1169.2900390625
bdi,f,adult,2019,2381.2080078125
bdi,mf,total,2020,7171.2490234375
bdi,mf,youth,2020,2368.79296875
bdi,mf,adult,2020,4802.4560546875
bdi,m,total,2020,3505.875
bdi,m,youth,2020,1168.39697265625
bdi,m,adult,2020,2337.47802734375
bdi,f,total,2020,3665.3740234375
bdi,f,youth,2020,1200.39599609375
bdi,f,adult,2020,2464.97802734375
khm,mf,total,1991,5163.02099609375
khm,mf,youth,1991,1717.6949462890625
khm,mf,adult,1991,3445.325927734375
khm,m,total,1991,2417.631103515625
khm,m,youth,1991,844.0830078125
khm,m,adult,1991,1573.5479736328125
khm,f,total,1991,2745.389892578125
khm,f,youth,1991,873.6119995117188
khm,f,adult,1991,1871.7779541015625
khm,mf,total,1992,5280.84716796875
khm,mf,youth,1992,1709.7950439453125
khm,mf,adult,1992,3571.052001953125
khm,m,total,1992,2473.781982421875
khm,m,youth,1992,842.125
khm,m,adult,1992,1631.656982421875
khm,f,total,1992,2807.065185546875
khm,f,youth,1992,867.6699829101562
khm,f,adult,1992,1939.39501953125
khm,mf,total,1993,5392.92919921875
khm,mf,youth,1993,1695.4449462890625
khm,mf,adult,1993,3697.48388671875
khm,m,total,1993,2525.841064453125
khm,m,youth,1993,835.5419921875
khm,m,adult,1993,1690.2989501953125
khm,f,total,1993,2867.088134765625
khm,f,youth,1993,859.9030151367188
khm,f,adult,1993,2007.18505859375
khm,mf,total,1994,5534.81201171875
khm,mf,youth,1994,1700.7490234375
khm,mf,adult,1994,3834.06298828125
khm,m,total,1994,2593.035888671875
khm,m,youth,1994,838.5599975585938
khm,m,adult,1994,1754.4759521484375
khm,f,total,1994,2941.776123046875
khm,f,youth,1994,862.1890258789062
khm,f,adult,1994,2079.5869140625
khm,mf,total,1995,5724.1728515625
khm,mf,youth,1995,1740.6090087890625
khm,mf,adult,1995,3983.56396484375
khm,m,total,1995,2684.906005859375
khm,m,youth,1995,859.2410278320312
khm,m,adult,1995,1825.6650390625
khm,f,total,1995,3039.266845703125
khm,f,youth,1995,881.3679809570312
khm,f,adult,1995,2157.89892578125
khm,mf,total,1996,5920.89013671875
khm,mf,youth,1996,1794.8909912109375
khm,mf,adult,1996,4125.9990234375
khm,m,total,1996,2776.534912109375
khm,m,youth,1996,885.5780029296875
khm,m,adult,1996,1890.95703125
khm,f,total,1996,3144.355224609375
khm,f,youth,1996,909.31298828125
khm,f,adult,1996,2235.0419921875
khm,mf,total,1997,6173.2138671875
khm,mf,youth,1997,1889.8809814453125
khm,mf,adult,1997,4283.3330078125
khm,m,total,1997,2896.222900390625
khm,m,youth,1997,932.1060180664062
khm,m,adult,1997,1964.116943359375
khm,f,total,1997,3276.990966796875
khm,f,youth,1997,957.7750244140625
khm,f,adult,1997,2319.216064453125
khm,mf,total,1998,6475.796875
khm,mf,youth,1998,2029.1669921875
khm,mf,adult,1998,4446.6298828125
khm,m,total,1998,3041.010009765625
khm,m,youth,1998,1000.9869995117188
khm,m,adult,1998,2040.02294921875
khm,f,total,1998,3434.786865234375
khm,f,youth,1998,1028.1800537109375
khm,f,adult,1998,2406.60693359375
khm,mf,total,1999,6800.994140625
khm,mf,youth,1999,2205.1630859375
khm,mf,adult,1999,4595.8310546875
khm,m,total,1999,3196.819091796875
khm,m,youth,1999,1088.875
khm,m,adult,1999,2107.944091796875
khm,f,total,1999,3604.175048828125
khm,f,youth,1999,1116.2879638671875
khm,f,adult,1999,2487.886962890625
khm,mf,total,2000,7123.97998046875
khm,mf,youth,2000,2406.2041015625
khm,mf,adult,2000,4717.77587890625
khm,m,total,2000,3351.39697265625
khm,m,youth,2000,1190.3919677734375
khm,m,adult,2000,2161.0048828125
khm,f,total,2000,3772.5830078125
khm,f,youth,2000,1215.81201171875
khm,f,adult,2000,2556.77099609375
khm,mf,total,2001,7426.33984375
khm,mf,youth,2001,2599.656005859375
khm,mf,adult,2001,4826.68408203125
khm,m,total,2001,3496.402099609375
khm,m,youth,2001,1289.8470458984375
khm,m,adult,2001,2206.554931640625
khm,f,total,2001,3929.937744140625
khm,f,youth,2001,1309.8089599609375
khm,f,adult,2001,2620.12890625
khm,mf,total,2002,7692.98388671875
khm,mf,youth,2002,2794.1630859375
khm,mf,adult,2002,4898.82080078125
khm,m,total,2002,3624.302001953125
khm,m,youth,2002,1390.72705078125
khm,m,adult,2002,2233.574951171875
khm,f,total,2002,4068.681884765625
khm,f,youth,2002,1403.43603515625
khm,f,adult,2002,2665.24609375
khm,mf,total,2003,7928.96484375
khm,mf,youth,2003,2969.98388671875
khm,mf,adult,2003,4958.98095703125
khm,m,total,2003,3737.445068359375
khm,m,youth,2003,1482.748046875
khm,m,adult,2003,2254.697021484375
khm,f,total,2003,4191.51953125
khm,f,youth,2003,1487.2359619140625
khm,f,adult,2003,2704.283935546875
khm,mf,total,2004,8153.39501953125
khm,mf,youth,2004,3107.929931640625
khm,mf,adult,2004,5045.46484375
khm,m,total,2004,3845.048095703125
khm,m,youth,2004,1555.85595703125
khm,m,adult,2004,2289.19189453125
khm,f,total,2004,4308.3466796875
khm,f,youth,2004,1552.073974609375
khm,f,adult,2004,2756.27294921875
khm,mf,total,2005,8382.6494140625
khm,mf,youth,2005,3201.569091796875
khm,mf,adult,2005,5181.080078125
khm,m,total,2005,3955.27490234375
khm,m,youth,2005,1606.821044921875
khm,m,adult,2005,2348.4541015625
khm,f,total,2005,4427.37451171875
khm,f,youth,2005,1594.748046875
khm,f,adult,2005,2832.6259765625
khm,mf,total,2006,8623.3896484375
khm,mf,youth,2006,3252.93310546875
khm,mf,adult,2006,5370.45703125
khm,m,total,2006,4074.9619140625
khm,m,youth,2006,1633.1319580078125
khm,m,adult,2006,2441.830078125
khm,f,total,2006,4548.427734375
khm,f,youth,2006,1619.801025390625
khm,f,adult,2006,2928.626953125
khm,mf,total,2007,8864.591796875
khm,mf,youth,2007,3235.278076171875
khm,mf,adult,2007,5629.31396484375
khm,m,total,2007,4194.73095703125
khm,m,youth,2007,1625.3919677734375
khm,m,adult,2007,2569.339111328125
khm,f,total,2007,4669.86083984375
khm,f,youth,2007,1609.885986328125
khm,f,adult,2007,3059.97509765625
khm,mf,total,2008,9107.85546875
khm,mf,youth,2008,3163.587890625
khm,mf,adult,2008,5944.26708984375
khm,m,total,2008,4316.65283203125
khm,m,youth,2008,1592.012939453125
khm,m,adult,2008,2724.639892578125
khm,f,total,2008,4791.20263671875
khm,f,youth,2008,1571.574951171875
khm,f,adult,2008,3219.626953125
khm,mf,total,2009,9346.96484375
khm,mf,youth,2009,3073.8701171875
khm,mf,adult,2009,6273.09521484375
khm,m,total,2009,4438.076171875
khm,m,youth,2009,1551.1839599609375
khm,m,adult,2009,2886.89208984375
khm,f,total,2009,4908.888671875
khm,f,youth,2009,1522.68603515625
khm,f,adult,2009,3386.202880859375
khm,mf,total,2010,9576.662109375
khm,mf,youth,2010,3001.407958984375
khm,mf,adult,2010,6575.25390625
khm,m,total,2010,4555.59521484375
khm,m,youth,2010,1520.2120361328125
khm,m,adult,2010,3035.383056640625
khm,f,total,2010,5021.06689453125
khm,f,youth,2010,1481.196044921875
khm,f,adult,2010,3539.87109375
khm,mf,total,2011,9789.15625
khm,mf,youth,2011,3012.18798828125
khm,mf,adult,2011,6776.9677734375
khm,m,total,2011,4661.8720703125
khm,m,youth,2011,1530.68994140625
khm,m,adult,2011,3131.181884765625
khm,f,total,2011,5127.2841796875
khm,f,youth,2011,1481.498046875
khm,f,adult,2011,3645.785888671875
khm,mf,total,2012,10013.1552734375
khm,mf,youth,2012,3064.6650390625
khm,mf,adult,2012,6948.490234375
khm,m,total,2012,4774.453125
khm,m,youth,2012,1562.133056640625
khm,m,adult,2012,3212.320068359375
khm,f,total,2012,5238.7021484375
khm,f,youth,2012,1502.531982421875
khm,f,adult,2012,3736.169921875
khm,mf,total,2013,10237.9873046875
khm,mf,youth,2013,3136.43603515625
khm,mf,adult,2013,7101.55078125
khm,m,total,2013,4887.2421875
khm,m,youth,2013,1602.4339599609375
khm,m,adult,2013,3284.80810546875
khm,f,total,2013,5350.7451171875
khm,f,youth,2013,1534.001953125
khm,f,adult,2013,3816.742919921875
khm,mf,total,2014,10453.16015625
khm,mf,youth,2014,3191.7099609375
khm,mf,adult,2014,7261.4501953125
khm,m,total,2014,4993.826171875
khm,m,youth,2014,1632.4520263671875
khm,m,adult,2014,3361.3740234375
khm,f,total,2014,5459.333984375
khm,f,youth,2014,1559.258056640625
khm,f,adult,2014,3900.075927734375
khm,mf,total,2015,10654.927734375
khm,mf,youth,2015,3209.761962890625
khm,mf,adult,2015,7445.166015625
khm,m,total,2015,5092.01513671875
khm,m,youth,2015,1641.2879638671875
khm,m,adult,2015,3450.72705078125
khm,f,total,2015,5562.91259765625
khm,f,youth,2015,1568.4739990234375
khm,f,adult,2015,3994.43896484375
khm,mf,total,2016,10858.2177734375
khm,mf,youth,2016,3198.906005859375
khm,mf,adult,2016,7659.31201171875
khm,m,total,2016,5192.52783203125
khm,m,youth,2016,1633.5970458984375
khm,m,adult,2016,3558.930908203125
khm,f,total,2016,5665.68994140625
khm,f,youth,2016,1565.3089599609375
khm,f,adult,2016,4100.380859375
khm,mf,total,2017,11044.96875
khm,mf,youth,2017,3154.56494140625
khm,mf,adult,2017,7890.40380859375
khm,m,total,2017,5282.0478515625
khm,m,youth,2017,1606.1219482421875
khm,m,adult,2017,3675.926025390625
khm,f,total,2017,5762.9208984375
khm,f,youth,2017,1548.4429931640625
khm,f,adult,2017,4214.47802734375
khm,mf,total,2018,11222.7431640625
khm,mf,youth,2018,3091.7529296875
khm,mf,adult,2018,8130.990234375
khm,m,total,2018,5365.6630859375
khm,m,youth,2018,1567.946044921875
khm,m,adult,2018,3797.717041015625
khm,f,total,2018,5857.080078125
khm,f,youth,2018,1523.8070068359375
khm,f,adult,2018,4333.27294921875
khm,mf,total,2019,11404.6435546875
khm,mf,youth,2019,3035.306884765625
khm,mf,adult,2019,8369.3369140625
khm,m,total,2019,5451.97607421875
khm,m,youth,2019,1533.843017578125
khm,m,adult,2019,3918.133056640625
khm,f,total,2019,5952.66748046875
khm,f,youth,2019,1501.4639892578125
khm,f,adult,2019,4451.2041015625
khm,mf,total,2020,11597.8857421875
khm,mf,youth,2020,3000.659912109375
khm,mf,adult,2020,8597.2255859375
khm,m,total,2020,5545.55078125
khm,m,youth,2020,1512.8709716796875
khm,m,adult,2020,4032.679931640625
khm,f,total,2020,6052.3349609375
khm,f,youth,2020,1487.7889404296875
khm,f,adult,2020,4564.5458984375
cmr,mf,total,1991,6665.32080078125
cmr,mf,youth,1991,2313.10888671875
cmr,mf,adult,1991,4352.2119140625
cmr,m,total,1991,3276.571044921875
cmr,m,youth,1991,1157.2330322265625
cmr,m,adult,1991,2119.337890625
cmr,f,total,1991,3388.749755859375
cmr,f,youth,1991,1155.8759765625
cmr,f,adult,1991,2232.8740234375
cmr,mf,total,1992,6856.5439453125
cmr,mf,youth,1992,2390.388916015625
cmr,mf,adult,1992,4466.15478515625
cmr,m,total,1992,3371.77294921875
cmr,m,youth,1992,1195.9410400390625
cmr,m,adult,1992,2175.83203125
cmr,f,total,1992,3484.77099609375
cmr,f,youth,1992,1194.447998046875
cmr,f,adult,1992,2290.322998046875
cmr,mf,total,1993,7058.126953125
cmr,mf,youth,1993,2471.659912109375
cmr,mf,adult,1993,4586.466796875
cmr,m,total,1993,3472.2509765625
cmr,m,youth,1993,1236.780029296875
cmr,m,adult,1993,2235.470947265625
cmr,f,total,1993,3585.8759765625
cmr,f,youth,1993,1234.8800048828125
cmr,f,adult,1993,2350.99609375
cmr,mf,total,1994,7271.3818359375
cmr,mf,youth,1994,2558.215087890625
cmr,mf,adult,1994,4713.1669921875
cmr,m,total,1994,3578.73388671875
cmr,m,youth,1994,1280.4429931640625
cmr,m,adult,1994,2298.291015625
cmr,f,total,1994,3692.64794921875
cmr,f,youth,1994,1277.77197265625
cmr,f,adult,1994,2414.8759765625
cmr,mf,total,1995,7497.06884765625
cmr,mf,youth,1995,2650.846923828125
cmr,mf,adult,1995,4846.22216796875
cmr,m,total,1995,3691.625
cmr,m,youth,1995,1327.3409423828125
cmr,m,adult,1995,2364.283935546875
cmr,f,total,1995,3805.44384765625
cmr,f,youth,1995,1323.5059814453125
cmr,f,adult,1995,2481.93798828125
cmr,mf,total,1996,7715.80322265625
cmr,mf,youth,1996,2744.14892578125
cmr,mf,adult,1996,4971.65380859375
cmr,m,total,1996,3801.051025390625
cmr,m,youth,1996,1374.3270263671875
cmr,m,adult,1996,2426.72412109375
cmr,f,total,1996,3914.752197265625
cmr,f,youth,1996,1369.822021484375
cmr,f,adult,1996,2544.929931640625
cmr,mf,total,1997,7948.26611328125
cmr,mf,youth,1997,2844.10107421875
cmr,mf,adult,1997,5104.1650390625
cmr,m,total,1997,3917.593017578125
cmr,m,youth,1997,1424.77294921875
cmr,m,adult,1997,2492.820068359375
cmr,f,total,1997,4030.673095703125
cmr,f,youth,1997,1419.3280029296875
cmr,f,adult,1997,2611.344970703125
cmr,mf,total,1998,8193.6376953125
cmr,mf,youth,1998,2949.89794921875
cmr,mf,adult,1998,5243.740234375
cmr,m,total,1998,4040.819091796875
cmr,m,youth,1998,1478.27197265625
cmr,m,adult,1998,2562.547119140625
cmr,f,total,1998,4152.818359375
cmr,f,youth,1998,1471.6259765625
cmr,f,adult,1998,2681.193115234375
cmr,mf,total,1999,8450.056640625
cmr,mf,youth,1999,3060.14794921875
cmr,mf,adult,1999,5389.9091796875
cmr,m,total,1999,4169.73291015625
cmr,m,youth,1999,1534.072998046875
cmr,m,adult,1999,2635.659912109375
cmr,f,total,1999,4280.32373046875
cmr,f,youth,1999,1526.074951171875
cmr,f,adult,1999,2754.2490234375
cmr,mf,total,2000,8716.091796875
cmr,mf,youth,2000,3173.68505859375
cmr,mf,adult,2000,5542.4072265625
cmr,m,total,2000,4303.580078125
cmr,m,youth,2000,1591.5579833984375
cmr,m,adult,2000,2712.02197265625
cmr,f,total,2000,4412.51171875
cmr,f,youth,2000,1582.126953125
cmr,f,adult,2000,2830.385009765625
cmr,mf,total,2001,8971.2734375
cmr,mf,youth,2001,3284.6689453125
cmr,mf,adult,2001,5686.60400390625
cmr,m,total,2001,4432.31201171875
cmr,m,youth,2001,1647.43994140625
cmr,m,adult,2001,2784.8720703125
cmr,f,total,2001,4538.96142578125
cmr,f,youth,2001,1637.22900390625
cmr,f,adult,2001,2901.73193359375
cmr,mf,total,2002,9236.0380859375
cmr,mf,youth,2002,3399.534912109375
cmr,mf,adult,2002,5836.5029296875
cmr,m,total,2002,4565.9482421875
cmr,m,youth,2002,1705.18896484375
cmr,m,adult,2002,2860.759033203125
cmr,f,total,2002,4670.08984375
cmr,f,youth,2002,1694.345947265625
cmr,f,adult,2002,2975.743896484375
cmr,mf,total,2003,9510.8720703125
cmr,mf,youth,2003,3516.55908203125
cmr,mf,adult,2003,5994.31298828125
cmr,m,total,2003,4704.75
cmr,m,youth,2003,1764.02099609375
cmr,m,adult,2003,2940.72900390625
cmr,f,total,2003,4806.1220703125
cmr,f,youth,2003,1752.5379638671875
cmr,f,adult,2003,3053.583984375
cmr,mf,total,2004,9796.8564453125
cmr,mf,youth,2004,3633.5791015625
cmr,mf,adult,2004,6163.27685546875
cmr,m,total,2004,4849.26708984375
cmr,m,youth,2004,1822.9110107421875
cmr,m,adult,2004,3026.35595703125
cmr,f,total,2004,4947.58935546875
cmr,f,youth,2004,1810.66796875
cmr,f,adult,2004,3136.9208984375
cmr,mf,total,2005,10094.3193359375
cmr,mf,youth,2005,3749.089111328125
cmr,mf,adult,2005,6345.22998046875
cmr,m,total,2005,4999.64208984375
cmr,m,youth,2005,1881.1419677734375
cmr,m,adult,2005,3118.5
cmr,f,total,2005,5094.67724609375
cmr,f,youth,2005,1867.947021484375
cmr,f,adult,2005,3226.72998046875
cmr,mf,total,2006,10378.2939453125
cmr,mf,youth,2006,3851.0830078125
cmr,mf,adult,2006,6527.2109375
cmr,m,total,2006,5143.130859375
cmr,m,youth,2006,1932.3310546875
cmr,m,adult,2006,3210.800048828125
cmr,f,total,2006,5235.1630859375
cmr,f,youth,2006,1918.751953125
cmr,f,adult,2006,3316.410888671875
cmr,mf,total,2007,10678.951171875
cmr,mf,youth,2007,3954.14697265625
cmr,mf,adult,2007,6724.80419921875
cmr,m,total,2007,5295.05615234375
cmr,m,youth,2007,1984.0989990234375
cmr,m,adult,2007,3310.95703125
cmr,f,total,2007,5383.89501953125
cmr,f,youth,2007,1970.0479736328125
cmr,f,adult,2007,3413.846923828125
cmr,mf,total,2008,10993.4560546875
cmr,mf,youth,2008,4057.126953125
cmr,mf,adult,2008,6936.3291015625
cmr,m,total,2008,5453.98681640625
cmr,m,youth,2008,2035.9219970703125
cmr,m,adult,2008,3418.06494140625
cmr,f,total,2008,5539.46923828125
cmr,f,youth,2008,2021.2049560546875
cmr,f,adult,2008,3518.263916015625
cmr,mf,total,2009,11318.2490234375
cmr,mf,youth,2009,4158.8740234375
cmr,mf,adult,2009,7159.375
cmr,m,total,2009,5618.07080078125
cmr,m,youth,2009,2087.218017578125
cmr,m,adult,2009,3530.85302734375
cmr,f,total,2009,5700.17822265625
cmr,f,youth,2009,2071.656005859375
