country,sex,age_group,year,employment_to_population_ratio
tcd,m,total,2001,76.06330108642578
tcd,m,youth,2001,52.89101028442383
tcd,m,adult,2001,90.21397399902344
tcd,f,total,2001,60.075618743896484
tcd,f,youth,2001,51.14267349243164
tcd,f,adult,2001,65.22400665283203
tcd,mf,total,2002,67.89234161376953
tcd,mf,youth,2002,51.94287872314453
tcd,mf,adult,2002,77.41834259033203
tcd,m,total,2002,75.97118377685547
tcd,m,youth,2002,52.84346389770508
tcd,m,adult,2002,90.18182373046875
tcd,f,total,2002,60.00486755371094
tcd,f,youth,2002,51.03211975097656
tcd,f,adult,2002,65.21656799316406
tcd,mf,total,2003,67.9172592163086
tcd,mf,youth,2003,52.02723693847656
tcd,mf,adult,2003,77.47164154052734
tcd,m,total,2003,75.98631286621094
tcd,m,youth,2003,52.936553955078125
tcd,m,adult,2003,90.23286437988281
tcd,f,total,2003,60.028011322021484
tcd,f,youth,2003,51.1072998046875
tcd,f,adult,2003,65.24835968017578
tcd,mf,total,2004,68.07015991210938
tcd,mf,youth,2004,52.3162841796875
tcd,mf,adult,2004,77.60395050048828
tcd,m,total,2004,76.13648986816406
tcd,m,youth,2004,53.20539474487305
tcd,m,adult,2004,90.38951110839844
tcd,f,total,2004,60.17244338989258
tcd,f,youth,2004,51.41652297973633
tcd,f,adult,2004,65.33358764648438
tcd,mf,total,2005,67.77445983886719
tcd,mf,youth,2005,51.8572998046875
tcd,mf,adult,2005,77.46737670898438
tcd,m,total,2005,75.81562042236328
tcd,m,youth,2005,52.82582092285156
tcd,m,adult,2005,90.1819076538086
tcd,f,total,2005,59.89075469970703
tcd,f,youth,2005,50.87696838378906
tcd,f,adult,2005,65.24166107177734
tcd,mf,total,2006,67.66301727294922
tcd,mf,youth,2006,51.69667053222656
tcd,mf,adult,2006,77.43840026855469
tcd,m,total,2006,75.69287109375
tcd,m,youth,2006,52.704830169677734
tcd,m,adult,2006,90.11947631835938
tcd,f,total,2006,59.781368255615234
tcd,f,youth,2006,50.67649459838867
tcd,f,adult,2006,65.22142028808594
tcd,mf,total,2007,67.65787506103516
tcd,mf,youth,2007,51.70902633666992
tcd,mf,adult,2007,77.47612762451172
tcd,m,total,2007,75.68179321289062
tcd,m,youth,2007,52.73265075683594
tcd,m,adult,2007,90.1461181640625
tcd,f,total,2007,59.77316665649414
tcd,f,youth,2007,50.6735725402832
tcd,f,adult,2007,65.2461166381836
tcd,mf,total,2008,67.62478637695312
tcd,mf,youth,2008,51.670772552490234
tcd,mf,adult,2008,77.4990234375
tcd,m,total,2008,75.64143371582031
tcd,m,youth,2008,52.715633392333984
tcd,m,adult,2008,90.1523208618164
tcd,f,total,2008,59.73866653442383
tcd,f,youth,2008,50.61420822143555
tcd,f,adult,2008,65.26213836669922
tcd,mf,total,2009,67.61109161376953
tcd,mf,youth,2009,51.66121292114258
tcd,mf,adult,2009,77.53300476074219
tcd,m,total,2009,75.62244415283203
tcd,m,youth,2009,52.724002838134766
tcd,m,adult,2009,90.17471313476562
tcd,f,total,2009,59.72212600708008
tcd,f,youth,2009,50.586830139160156
tcd,f,adult,2009,65.2859115600586
tcd,mf,total,2010,67.68865203857422
tcd,mf,youth,2010,51.79926681518555
tcd,mf,adult,2010,77.61963653564453
tcd,m,total,2010,75.70077514648438
tcd,m,youth,2010,52.86233901977539
tcd,m,adult,2010,90.27009582519531
tcd,f,total,2010,59.79147720336914
tcd,f,youth,2010,50.724876403808594
tcd,f,adult,2010,65.3445053100586
tcd,mf,total,2011,67.52851867675781
tcd,mf,youth,2011,51.5474967956543
tcd,mf,adult,2011,77.55005645751953
tcd,m,total,2011,75.53466796875
tcd,m,youth,2011,52.65934371948242
tcd,m,adult,2011,90.16236877441406
tcd,f,total,2011,59.6315803527832
tcd,f,youth,2011,50.42430877685547
tcd,f,adult,2011,65.29476928710938
tcd,mf,total,2012,67.61650848388672
tcd,mf,youth,2012,51.690818786621094
tcd,mf,adult,2012,77.63404083251953
tcd,m,total,2012,75.62317657470703
tcd,m,youth,2012,52.80068588256836
tcd,m,adult,2012,90.24945831298828
tcd,f,total,2012,59.71414566040039
tcd,f,youth,2012,50.57011795043945
tcd,f,adult,2012,65.36044311523438
tcd,mf,total,2013,67.57344818115234
tcd,mf,youth,2013,51.64116668701172
tcd,mf,adult,2013,77.61984252929688
tcd,m,total,2013,75.58606719970703
tcd,m,youth,2013,52.7755012512207
tcd,m,adult,2013,90.23059844970703
tcd,f,total,2013,59.66045379638672
tcd,f,youth,2013,50.49606704711914
tcd,f,adult,2013,65.33714294433594
tcd,mf,total,2014,67.58712005615234
tcd,mf,youth,2014,51.6646614074707
tcd,mf,adult,2014,77.64234161376953
tcd,m,total,2014,75.60716247558594
tcd,m,youth,2014,52.81450653076172
tcd,m,adult,2014,90.25485229492188
tcd,f,total,2014,59.66179275512695
tcd,f,youth,2014,50.50387954711914
tcd,f,adult,2014,65.34567260742188
tcd,mf,total,2015,67.59776306152344
tcd,mf,youth,2015,51.68288803100586
tcd,mf,adult,2015,77.65210723876953
tcd,m,total,2015,75.6202621459961
tcd,m,youth,2015,52.84457778930664
tcd,m,adult,2015,90.25849151611328
tcd,f,total,2015,59.664649963378906
tcd,f,youth,2015,50.509769439697266
tcd,f,adult,2015,65.35043334960938
tcd,mf,total,2016,67.58097076416016
tcd,mf,youth,2016,51.649940490722656
tcd,mf,adult,2016,77.63853454589844
tcd,m,total,2016,75.60855865478516
tcd,m,youth,2016,52.83283996582031
tcd,m,adult,2016,90.23213195800781
tcd,f,total,2016,59.638851165771484
tcd,f,youth,2016,50.45523452758789
tcd,f,adult,2016,65.34024047851562
tcd,mf,total,2017,67.5910873413086
tcd,mf,youth,2017,51.67531204223633
tcd,mf,adult,2017,77.62507629394531
tcd,m,total,2017,75.63091278076172
tcd,m,youth,2017,52.87245559692383
tcd,m,adult,2017,90.2206802368164
tcd,f,total,2017,59.63258743286133
tcd,f,youth,2017,50.4658088684082
tcd,f,adult,2017,65.31652069091797
tcd,mf,total,2018,67.59967803955078
tcd,mf,youth,2018,51.659244537353516
tcd,mf,adult,2018,77.62730407714844
tcd,m,total,2018,75.64423370361328
tcd,m,youth,2018,52.872276306152344
tcd,m,adult,2018,90.2103271484375
tcd,f,total,2018,59.63202667236328
tcd,f,youth,2018,50.43301773071289
tcd,f,adult,2018,65.32365417480469
tcd,mf,total,2019,67.59874725341797
tcd,mf,youth,2019,51.637508392333984
tcd,mf,adult,2019,77.6084213256836
tcd,m,total,2019,75.65597534179688
tcd,m,youth,2019,52.87166213989258
tcd,m,adult,2019,90.18563842773438
tcd,f,total,2019,59.614158630371094
tcd,f,youth,2019,50.389129638671875
tcd,f,adult,2019,65.30389404296875
tcd,mf,total,2020,67.59654998779297
tcd,mf,youth,2020,51.5925178527832
tcd,mf,adult,2020,77.59248352050781
tcd,m,total,2020,75.66588592529297
tcd,m,youth,2020,52.85114669799805
tcd,m,adult,2020,90.15737915039062
tcd,f,total,2020,59.59587860107422
tcd,f,youth,2020,50.31855773925781
tcd,f,adult,2020,65.29419708251953
cha,mf,total,1991,56.217472076416016
cha,mf,youth,1991,53.42827606201172
cha,mf,adult,1991,56.80439376831055
cha,m,total,1991,69.47879028320312
cha,m,youth,1991,56.86832046508789
cha,m,adult,1991,72.19405364990234
cha,f,total,1991,43.90177917480469
cha,f,youth,1991,50.113487243652344
cha,f,adult,1991,42.62269592285156
cha,mf,total,1992,56.549346923828125
cha,mf,youth,1992,51.38136291503906
cha,mf,adult,1992,57.58401870727539
cha,m,total,1992,69.3036880493164
cha,m,youth,1992,54.67223358154297
cha,m,adult,1992,72.30023956298828
cha,f,total,1992,44.72267532348633
cha,f,youth,1992,48.2158317565918
cha,f,adult,1992,44.0380859375
cha,mf,total,1993,56.61516189575195
cha,mf,youth,1993,50.3014030456543
cha,mf,adult,1993,57.81971740722656
cha,m,total,1993,69.10504913330078
cha,m,youth,1993,53.46979522705078
cha,m,adult,1993,72.15397644042969
cha,f,total,1993,45.05216598510742
cha,f,youth,1993,47.26176071166992
cha,f,adult,1993,44.63918685913086
cha,mf,total,1994,56.52304458618164
cha,mf,youth,1994,50.386070251464844
cha,mf,adult,1994,57.644588470458984
cha,m,total,1994,69.16016387939453
cha,m,youth,1994,53.65141677856445
cha,m,adult,1994,72.05418395996094
cha,f,total,1994,44.83406066894531
cha,f,youth,1994,47.26063537597656
cha,f,adult,1994,44.39919662475586
cha,mf,total,1995,56.46351623535156
cha,mf,youth,1995,51.724849700927734
cha,mf,adult,1995,57.29855728149414
cha,m,total,1995,69.43647003173828
cha,m,youth,1995,55.05983352661133
cha,m,adult,1995,72.02338409423828
cha,f,total,1995,44.461605072021484
cha,f,youth,1995,48.53144454956055
cha,f,adult,1995,43.75834274291992
cha,mf,total,1996,56.58928298950195
cha,mf,youth,1996,51.194061279296875
cha,mf,adult,1996,57.50824737548828
cha,m,total,1996,69.2930908203125
cha,m,youth,1996,54.45773696899414
cha,m,adult,1996,71.8875503540039
cha,f,total,1996,44.831642150878906
cha,f,youth,1996,48.0381965637207
cha,f,adult,1996,44.29888916015625
cha,mf,total,1997,56.61473846435547
cha,mf,youth,1997,50.531673431396484
cha,mf,adult,1997,57.625762939453125
cha,m,total,1997,69.14066314697266
cha,m,youth,1997,53.800384521484375
cha,m,adult,1997,71.77188110351562
cha,f,total,1997,45.002227783203125
cha,f,youth,1997,47.33763122558594
cha,f,adult,1997,44.625492095947266
cha,mf,total,1998,56.78411865234375
cha,mf,youth,1998,50.27180862426758
cha,mf,adult,1998,57.848690032958984
cha,m,total,1998,68.99794006347656
cha,m,youth,1998,53.47627258300781
cha,m,adult,1998,71.62757873535156
cha,f,total,1998,45.43242645263672
cha,f,youth,1998,47.10948944091797
cha,f,adult,1998,45.167449951171875
cha,mf,total,1999,57.05326843261719
cha,mf,youth,1999,49.240482330322266
cha,mf,adult,1999,58.31792449951172
cha,m,total,1999,68.70755767822266
cha,m,youth,1999,52.239479064941406
cha,m,adult,1999,71.47735595703125
cha,f,total,1999,46.193702697753906
cha,f,youth,1999,46.259735107421875
cha,f,adult,1999,46.18340301513672
cha,mf,total,2000,57.168888092041016
cha,mf,youth,2000,48.40837860107422
cha,mf,adult,2000,58.58121109008789
cha,m,total,2000,68.4209976196289
cha,m,youth,2000,51.33277893066406
cha,m,adult,2000,71.286865234375
cha,f,total,2000,46.66102981567383
cha,f,youth,2000,45.48910140991211
cha,f,adult,2000,46.842933654785156
cha,mf,total,2001,57.12763595581055
cha,mf,youth,2001,47.849517822265625
cha,mf,adult,2001,58.64693069458008
cha,m,total,2001,67.91259002685547
cha,m,youth,2001,50.72669219970703
cha,m,adult,2001,70.84480285644531
cha,f,total,2001,47.01705551147461
cha,f,youth,2001,44.958492279052734
cha,f,adult,2001,47.341041564941406
cha,mf,total,2002,57.205177307128906
cha,mf,youth,2002,46.51024627685547
cha,mf,adult,2002,58.977455139160156
cha,m,total,2002,67.40787506103516
cha,m,youth,2002,49.31889724731445
cha,m,adult,2002,70.53153228759766
cha,f,total,2002,47.60570526123047
cha,f,youth,2002,43.67724609375
cha,f,adult,2002,48.23121643066406
cha,mf,total,2003,57.2955436706543
cha,mf,youth,2003,45.89893341064453
cha,mf,adult,2003,59.19274139404297
cha,m,total,2003,66.98002624511719
cha,m,youth,2003,48.64249038696289
cha,m,adult,2003,70.15972137451172
cha,f,total,2003,48.15138244628906
cha,f,youth,2003,43.123653411865234
cha,f,adult,2003,48.955841064453125
cha,mf,total,2004,57.27037811279297
cha,mf,youth,2004,46.13301467895508
cha,mf,adult,2004,59.116661071777344
cha,m,total,2004,66.85004425048828
cha,m,youth,2004,48.88850021362305
cha,m,adult,2004,69.94963836669922
cha,f,total,2004,48.1921272277832
cha,f,youth,2004,43.33788299560547
cha,f,adult,2004,48.96593475341797
cha,mf,total,2005,57.20131301879883
cha,mf,youth,2005,46.43574523925781
cha,mf,adult,2005,58.96508026123047
cha,m,total,2005,66.63246154785156
cha,m,youth,2005,49.11490249633789
cha,m,adult,2005,69.6185531616211
cha,f,total,2005,48.22972869873047
cha,f,youth,2005,43.709327697753906
cha,f,adult,2005,48.94212341308594
cha,mf,total,2006,57.07071304321289
cha,mf,youth,2006,46.180362701416016
cha,mf,adult,2006,58.8519287109375
cha,m,total,2006,66.28372192382812
cha,m,youth,2006,48.91446304321289
cha,m,adult,2006,69.2694320678711
cha,f,total,2006,48.266510009765625
cha,f,youth,2006,43.33572769165039
cha,f,adult,2006,49.034244537353516
cha,mf,total,2007,56.944637298583984
cha,mf,youth,2007,46.1918830871582
cha,mf,adult,2007,58.70228958129883
cha,m,total,2007,66.02603149414062
cha,m,youth,2007,49.084571838378906
cha,m,adult,2007,68.96000671386719
cha,f,total,2007,48.234275817871094
cha,f,youth,2007,43.12770080566406
cha,f,adult,2007,49.02213668823242
cha,mf,total,2008,56.998191833496094
cha,mf,youth,2008,45.39265441894531
cha,mf,adult,2008,58.8913688659668
cha,m,total,2008,65.68346405029297
cha,m,youth,2008,48.195587158203125
cha,m,adult,2008,68.72077178955078
cha,f,total,2008,48.640438079833984
cha,f,youth,2008,42.38733673095703
cha,f,adult,2008,49.59809494018555
cha,mf,total,2009,57.2677116394043
cha,mf,youth,2009,43.053592681884766
cha,mf,adult,2009,59.5753173828125
cha,m,total,2009,65.18036651611328
cha,m,youth,2009,45.40127182006836
cha,m,adult,2009,68.60721588134766
cha,f,total,2009,49.62635803222656
cha,f,youth,2009,40.51620864868164
cha,f,adult,2009,51.0111198425293
cha,mf,total,2010,56.929874420166016
cha,mf,youth,2010,41.51303482055664
cha,mf,adult,2010,59.41197204589844
cha,m,total,2010,64.8157730102539
cha,m,youth,2010,44.099666595458984
cha,m,adult,2010,68.37594604492188
cha,f,total,2010,49.285091400146484
cha,f,youth,2010,38.70454406738281
cha,f,adult,2010,50.87922286987305
cha,mf,total,2011,56.221614837646484
cha,mf,youth,2011,44.78929138183594
cha,mf,adult,2011,58.047054290771484
cha,m,total,2011,65.04781341552734
cha,m,youth,2011,47.7640380859375
cha,m,adult,2011,67.98434448242188
cha,f,total,2011,47.660400390625
cha,f,youth,2011,41.5752067565918
cha,f,adult,2011,48.57271194458008
cha,mf,total,2012,56.13679122924805
cha,mf,youth,2012,44.489601135253906
cha,mf,adult,2012,57.98162078857422
cha,m,total,2012,64.67546081542969
cha,m,youth,2012,47.15874481201172
cha,m,adult,2012,67.61853790283203
cha,f,total,2012,47.84043884277344
cha,f,youth,2012,41.616119384765625
cha,f,adult,2012,48.76906967163086
cha,mf,total,2013,56.092529296875
cha,mf,youth,2013,43.74161148071289
cha,mf,adult,2013,58.03070831298828
cha,m,total,2013,64.20965576171875
cha,m,youth,2013,46.07130813598633
cha,m,adult,2013,67.22069549560547
cha,f,total,2013,48.19024658203125
cha,f,youth,2013,41.24021530151367
cha,f,adult,2013,49.22039794921875
cha,mf,total,2014,55.621986389160156
cha,mf,youth,2014,43.94317626953125
cha,mf,adult,2014,57.43387222290039
cha,m,total,2014,63.78837203979492
cha,m,youth,2014,46.1963005065918
cha,m,adult,2014,66.66768646240234
cha,f,total,2014,47.66255187988281
cha,f,youth,2014,41.53242492675781
cha,f,adult,2014,48.563377380371094
cha,mf,total,2015,55.44821548461914
cha,mf,youth,2015,43.95903015136719
cha,mf,adult,2015,57.20534896850586
cha,m,total,2015,63.622676849365234
cha,m,youth,2015,46.21126174926758
cha,m,adult,2015,66.4237289428711
cha,f,total,2015,47.48060607910156
cha,f,youth,2015,41.56117630004883
cha,f,adult,2015,48.34073257446289
cha,mf,total,2016,55.2368278503418
cha,mf,youth,2016,43.867218017578125
cha,mf,adult,2016,56.95549392700195
cha,m,total,2016,63.411956787109375
cha,m,youth,2016,46.20917510986328
cha,m,adult,2016,66.13851928710938
cha,f,total,2016,47.263423919677734
cha,f,youth,2016,41.3860969543457
cha,f,adult,2016,48.110355377197266
cha,mf,total,2017,55.007774353027344
cha,mf,youth,2017,43.74065017700195
cha,mf,adult,2017,56.6875114440918
cha,m,total,2017,63.20813751220703
cha,m,youth,2017,46.28844451904297
cha,m,adult,2017,65.84476470947266
cha,f,total,2017,47.014434814453125
cha,f,youth,2017,41.05751037597656
cha,f,adult,2017,47.86377716064453
cha,mf,total,2018,54.76969909667969
cha,mf,youth,2018,43.59796905517578
cha,mf,adult,2018,56.409751892089844
cha,m,total,2018,63.002540588378906
cha,m,youth,2018,46.40510559082031
cha,m,adult,2018,65.54177856445312
cha,f,total,2018,46.754329681396484
cha,f,youth,2018,40.66059494018555
cha,f,adult,2018,47.61259460449219
cha,mf,total,2019,54.51287078857422
cha,mf,youth,2019,43.44090270996094
cha,mf,adult,2019,56.11317825317383
cha,m,total,2019,62.75971984863281
cha,m,youth,2019,46.44578552246094
cha,m,adult,2019,65.20958709716797
cha,f,total,2019,46.4919319152832
cha,f,youth,2019,40.31631088256836
cha,f,adult,2019,47.35102462768555
cha,mf,total,2020,54.2391242980957
cha,mf,youth,2020,43.28586196899414
cha,mf,adult,2020,55.79863357543945
cha,m,total,2020,62.47085952758789
cha,m,youth,2020,46.35362243652344
cha,m,adult,2020,64.84748840332031
cha,f,total,2020,46.23557662963867
cha,f,youth,2020,40.11449432373047
cha,f,adult,2020,47.077125549316406
chl,mf,total,1991,50.92971420288086
chl,mf,youth,1991,34.291954040527344
chl,mf,adult,1991,56.876312255859375
chl,m,total,1991,72.84683227539062
chl,m,youth,1991,47.03260040283203
chl,m,adult,1991,82.48197174072266
chl,f,total,1991,30.03693199157715
chl,f,youth,1991,21.35723304748535
chl,f,adult,1991,33.01111602783203
chl,mf,total,1992,52.53610610961914
chl,mf,youth,1992,35.70840072631836
chl,mf,adult,1992,58.349727630615234
chl,m,total,1992,74.02163696289062
chl,m,youth,1992,47.53697204589844
chl,m,adult,1992,83.57023620605469
chl,f,total,1992,32.04918670654297
chl,f,youth,1992,23.701704025268555
chl,f,adult,1992,34.81581115722656
chl,mf,total,1993,53.69387435913086
chl,mf,youth,1993,37.34461212158203
chl,mf,adult,1993,59.15073013305664
chl,m,total,1993,74.64876556396484
chl,m,youth,1993,49.16349792480469
chl,m,adult,1993,83.52091217041016
chl,f,total,1993,33.707088470458984
chl,f,youth,1993,25.346773147583008
chl,f,adult,1993,36.385337829589844
chl,mf,total,1994,52.84359359741211
chl,mf,youth,1994,36.17935562133789
chl,mf,adult,1994,58.22620391845703
chl,m,total,1994,73.5683822631836
chl,m,youth,1994,47.56153869628906
chl,m,adult,1994,82.32633972167969
chl,f,total,1994,33.07133483886719
chl,f,youth,1994,24.623262405395508
chl,f,adult,1994,35.69145202636719
chl,mf,total,1995,52.54117202758789
chl,mf,youth,1995,34.86801528930664
chl,mf,adult,1995,58.08332061767578
chl,m,total,1995,73.43693542480469
chl,m,youth,1995,45.85383987426758
chl,m,adult,1995,82.45147705078125
chl,f,total,1995,32.60225296020508
chl,f,youth,1995,23.713850021362305
chl,f,adult,1995,35.27959060668945
chl,mf,total,1996,51.182884216308594
chl,mf,youth,1996,32.151859283447266
chl,mf,adult,1996,56.997901916503906
chl,m,total,1996,71.93346405029297
chl,m,youth,1996,42.646297454833984
chl,m,adult,1996,81.25274658203125
chl,f,total,1996,31.378877639770508
chl,f,youth,1996,21.5024356842041
chl,f,adult,1996,34.27965545654297
chl,mf,total,1997,51.598751068115234
chl,mf,youth,1997,31.95132064819336
chl,mf,adult,1997,57.466392517089844
chl,m,total,1997,71.82015991210938
chl,m,youth,1997,41.43174362182617
chl,m,adult,1997,81.26470184326172
chl,f,total,1997,32.29804992675781
chl,f,youth,1997,22.337017059326172
chl,f,adult,1997,35.15945816040039
chl,mf,total,1998,51.66580581665039
chl,mf,youth,1998,30.801969528198242
chl,mf,adult,1998,57.77676010131836
chl,m,total,1998,71.6303482055664
chl,m,youth,1998,40.0944938659668
chl,m,adult,1998,81.23715209960938
chl,f,total,1998,32.609317779541016
chl,f,youth,1998,21.383668899536133
chl,f,adult,1998,35.773738861083984
chl,mf,total,1999,49.701866149902344
chl,mf,youth,1999,27.73218536376953
chl,mf,adult,1999,56.03618621826172
chl,m,total,1999,68.60914611816406
chl,m,youth,1999,36.58685302734375
chl,m,adult,1999,78.20773315429688
chl,f,total,1999,31.653060913085938
chl,f,youth,1999,18.760705947875977
chl,f,adult,1999,35.231971740722656
chl,mf,total,2000,49.52583312988281
chl,mf,youth,2000,26.553302764892578
chl,mf,adult,2000,56.06975555419922
chl,m,total,2000,68.11164855957031
chl,m,youth,2000,34.58301544189453
chl,m,adult,2000,78.03886413574219
chl,f,total,2000,31.781280517578125
chl,f,youth,2000,18.417892456054688
chl,f,adult,2000,35.44716262817383
chl,mf,total,2001,48.96378707885742
chl,mf,youth,2001,25.556686401367188
chl,mf,adult,2001,55.587215423583984
chl,m,total,2001,67.5369644165039
chl,m,youth,2001,33.40224075317383
chl,m,adult,2001,77.58341217041016
chl,f,total,2001,31.230545043945312
chl,f,youth,2001,17.598297119140625
chl,f,adult,2001,34.942787170410156
chl,mf,total,2002,48.74016189575195
chl,mf,youth,2002,24.665102005004883
chl,mf,adult,2002,55.528987884521484
chl,m,total,2002,67.14373016357422
chl,m,youth,2002,32.509910583496094
chl,m,adult,2002,77.3095932006836
chl,f,total,2002,31.166236877441406
chl,f,youth,2002,16.696247100830078
chl,f,adult,2002,35.08989334106445
chl,mf,total,2003,49.43252182006836
chl,mf,youth,2003,24.53046226501465
chl,mf,adult,2003,56.44126510620117
chl,m,total,2003,67.3545150756836
chl,m,youth,2003,31.819299697875977
chl,m,adult,2003,77.77388000488281
chl,f,total,2003,32.3144645690918
chl,f,youth,2003,17.11481475830078
chl,f,adult,2003,36.42472839355469
chl,mf,total,2004,49.8912467956543
chl,mf,youth,2004,24.9267520904541
chl,mf,adult,2004,56.89985656738281
chl,m,total,2004,67.2134780883789
chl,m,youth,2004,31.816259384155273
chl,m,adult,2004,77.57486724853516
chl,f,total,2004,33.3416862487793
chl,f,youth,2004,17.906055450439453
chl,f,adult,2004,37.501708984375
chl,mf,total,2005,50.85310745239258
chl,mf,youth,2005,25.477689743041992
chl,mf,adult,2005,57.94423294067383
chl,m,total,2005,68.01126098632812
chl,m,youth,2005,32.2840461730957
chl,m,adult,2005,78.42935180664062
chl,f,total,2005,34.45606231689453
chl,f,youth,2005,18.530712127685547
chl,f,adult,2005,38.724796295166016
chl,mf,total,2006,51.635311126708984
chl,mf,youth,2006,26.293027877807617
chl,mf,adult,2006,58.68890380859375
chl,m,total,2006,68.70960235595703
chl,m,youth,2006,33.52775573730469
chl,m,adult,2006,78.94574737548828
chl,f,total,2006,35.317893981933594
chl,f,youth,2006,18.887720108032227
chl,f,adult,2006,39.69660186767578
chl,mf,total,2007,52.517032623291016
chl,mf,youth,2007,27.174976348876953
chl,mf,adult,2007,59.527427673339844
chl,m,total,2007,69.18457794189453
chl,m,youth,2007,34.318485260009766
chl,m,adult,2007,79.2841567993164
chl,f,total,2007,36.586753845214844
chl,f,youth,2007,19.841846466064453
chl,f,adult,2007,41.01435470581055
chl,mf,total,2008,53.369712829589844
chl,mf,youth,2008,28.121713638305664
chl,mf,adult,2008,60.29133605957031
chl,m,total,2008,69.32980346679688
chl,m,youth,2008,35.214752197265625
chl,m,adult,2008,79.13886260986328
chl,f,total,2008,38.112876892089844
chl,f,youth,2008,20.819459915161133
chl,f,adult,2008,42.63700485229492
chl,mf,total,2009,52.20176696777344
chl,mf,youth,2009,26.179950714111328
chl,mf,adult,2009,59.24516296386719
chl,m,total,2009,67.04359436035156
chl,m,youth,2009,31.996112823486328
chl,m,adult,2009,77.00740051269531
chl,f,total,2009,38.01001739501953
chl,f,youth,2009,20.17563819885254
chl,f,adult,2009,42.609779357910156
chl,mf,total,2010,55.54521179199219
chl,mf,youth,2010,31.289186477661133
chl,mf,adult,2010,62.000701904296875
chl,m,total,2010,69.4198989868164
chl,m,youth,2010,37.91343307495117
chl,m,adult,2010,78.23748016357422
chl,f,total,2010,42.27336502075195
chl,f,youth,2010,24.43315315246582
chl,f,adult,2010,46.79198455810547
chl,mf,total,2011,57.29711151123047
chl,mf,youth,2011,32.10497283935547
chl,mf,adult,2011,63.88242721557617
chl,m,total,2011,70.71167755126953
chl,m,youth,2011,38.47549057006836
chl,m,adult,2011,79.5887680053711
chl,f,total,2011,44.46339797973633
chl,f,youth,2011,25.489648818969727
chl,f,adult,2011,49.17496871948242
chl,mf,total,2012,57.69426727294922
chl,mf,youth,2012,31.41607666015625
chl,mf,adult,2012,64.41217803955078
chl,m,total,2012,70.89796447753906
chl,m,youth,2012,37.273582458496094
chl,m,adult,2012,79.9682846069336
chl,f,total,2012,45.058170318603516
chl,f,youth,2012,25.312868118286133
chl,f,adult,2012,49.845115661621094
chl,mf,total,2013,58.220149993896484
chl,mf,youth,2013,30.850692749023438
chl,mf,adult,2013,65.0406265258789
chl,m,total,2013,70.65328979492188
chl,m,youth,2013,36.12179183959961
chl,m,adult,2013,79.74685668945312
chl,f,total,2013,46.31578826904297
chl,f,youth,2013,25.340089797973633
chl,f,adult,2013,51.26510238647461
chl,mf,total,2014,58.32292556762695
chl,mf,youth,2014,30.48484992980957
chl,mf,adult,2014,65.07501220703125
chl,m,total,2014,70.04646301269531
chl,m,youth,2014,35.48627471923828
chl,m,adult,2014,78.915771484375
chl,f,total,2014,47.091243743896484
chl,f,youth,2014,25.239627838134766
chl,f,adult,2014,52.102874755859375
chl,mf,total,2015,58.425235748291016
chl,mf,youth,2015,30.7408447265625
chl,mf,adult,2015,64.9585952758789
chl,m,total,2015,70.39408111572266
chl,m,youth,2015,35.91720199584961
chl,m,adult,2015,79.0111312866211
chl,f,total,2015,46.95075607299805
chl,f,youth,2015,25.297060012817383
chl,f,adult,2015,51.777732849121094
chl,mf,total,2016,58.093238830566406
chl,mf,youth,2016,30.311710357666016
chl,mf,adult,2016,64.48628997802734
chl,m,total,2016,69.97586822509766
chl,m,youth,2016,35.38737487792969
chl,m,adult,2016,78.41263580322266
chl,f,total,2016,46.695823669433594
chl,f,youth,2016,24.961217880249023
chl,f,adult,2016,51.41588592529297
chl,mf,total,2017,57.89645767211914
chl,mf,youth,2017,30.08551597595215
chl,mf,adult,2017,64.13611602783203
chl,m,total,2017,69.73119354248047
chl,m,youth,2017,35.069053649902344
chl,m,adult,2017,77.9800033569336
chl,f,total,2017,46.538185119628906
chl,f,youth,2017,24.820354461669922
chl,f,adult,2017,51.13300704956055
chl,mf,total,2018,57.78134536743164
chl,mf,youth,2018,29.979747772216797
chl,mf,adult,2018,63.86287307739258
chl,m,total,2018,69.59904479980469
chl,m,youth,2018,34.89276123046875
chl,m,adult,2018,77.65594482421875
chl,f,total,2018,46.431549072265625
chl,f,youth,2018,24.778369903564453
chl,f,adult,2018,50.8953742980957
chl,mf,total,2019,57.71870422363281
chl,mf,youth,2019,29.95197105407715
chl,mf,adult,2019,63.64147186279297
chl,m,total,2019,69.54064178466797
chl,m,youth,2019,34.8155632019043
chl,m,adult,2019,77.4039306640625
chl,f,total,2019,46.35606002807617
chl,f,youth,2019,24.79351043701172
chl,f,adult,2019,50.68878936767578
chl,mf,total,2020,57.6888313293457
chl,mf,youth,2020,29.97700309753418
chl,mf,adult,2020,63.454322814941406
chl,m,total,2020,69.53034210205078
chl,m,youth,2020,34.80918884277344
chl,m,adult,2020,77.19978332519531
chl,f,total,2020,46.29801940917969
chl,f,youth,2020,24.844379425048828
chl,f,adult,2020,50.50201416015625
chn,mf,total,1991,75.4006576538086
chn,mf,youth,1991,70.51118469238281
chn,mf,adult,1991,77.46965026855469
chn,m,total,1991,80.3277816772461
chn,m,youth,1991,68.76902770996094
chn,m,adult,1991,85.232666015625
chn,f,total,1991,70.24346923828125
chn,f,youth,1991,72.34210968017578
chn,f,adult,1991,69.35806274414062
chn,mf,total,1992,75.73458862304688
