country,sex,age_group,year,employment_thousands
caf,mf,adult,2018,1760.528076171875
caf,m,total,2018,1235.869873046875
caf,m,youth,2018,304.05328369140625
caf,m,adult,2018,931.8165893554688
caf,f,total,2018,1082.30712890625
caf,f,youth,2018,253.59576416015625
caf,f,adult,2018,828.7113647460938
caf,mf,total,2019,2377.59619140625
caf,mf,youth,2019,567.36865234375
caf,mf,adult,2019,1810.2275390625
caf,m,total,2019,1267.004150390625
caf,m,youth,2019,309.2303466796875
caf,m,adult,2019,957.7738647460938
caf,f,total,2019,1110.5919189453125
caf,f,youth,2019,258.1382751464844
caf,f,adult,2019,852.4536743164062
caf,mf,total,2020,2437.346435546875
caf,mf,youth,2020,575.7335815429688
caf,mf,adult,2020,1861.61279296875
caf,m,total,2020,1298.20263671875
caf,m,youth,2020,313.6983947753906
caf,m,adult,2020,984.504150390625
caf,f,total,2020,1139.143798828125
caf,f,youth,2020,262.0351257324219
caf,f,adult,2020,877.108642578125
tcd,mf,total,1991,2191.7861328125
tcd,mf,youth,1991,584.2391967773438
tcd,mf,adult,1991,1607.547119140625
tcd,m,total,1991,1217.1251220703125
tcd,m,youth,1991,296.6229553222656
tcd,m,adult,1991,920.502197265625
tcd,f,total,1991,974.6611328125
tcd,f,youth,1991,287.6162414550781
tcd,f,adult,1991,687.044921875
tcd,mf,total,1992,2244.54296875
tcd,mf,youth,1992,604.8948364257812
tcd,mf,adult,1992,1639.648193359375
tcd,m,total,1992,1250.9141845703125
tcd,m,youth,1992,307.5093994140625
tcd,m,adult,1992,943.40478515625
tcd,f,total,1992,993.62890625
tcd,f,youth,1992,297.38543701171875
tcd,f,adult,1992,696.243408203125
tcd,mf,total,1993,2324.482421875
tcd,mf,youth,1993,627.6550903320312
tcd,mf,adult,1993,1696.8271484375
tcd,m,total,1993,1280.3084716796875
tcd,m,youth,1993,319.39080810546875
tcd,m,adult,1993,960.9176635742188
tcd,f,total,1993,1044.1739501953125
tcd,f,youth,1993,308.2643127441406
tcd,f,adult,1993,735.9095458984375
tcd,mf,total,1994,2396.5234375
tcd,mf,youth,1994,653.9024658203125
tcd,mf,adult,1994,1742.620849609375
tcd,m,total,1994,1320.318359375
tcd,m,youth,1994,332.9272155761719
tcd,m,adult,1994,987.3911743164062
tcd,f,total,1994,1076.204833984375
tcd,f,youth,1994,320.9752502441406
tcd,f,adult,1994,755.2296752929688
tcd,mf,total,1995,2469.010986328125
tcd,mf,youth,1995,678.2730712890625
tcd,mf,adult,1995,1790.73779296875
tcd,m,total,1995,1360.754638671875
tcd,m,youth,1995,345.74505615234375
tcd,m,adult,1995,1015.009521484375
tcd,f,total,1995,1108.25634765625
tcd,f,youth,1995,332.52801513671875
tcd,f,adult,1995,775.728271484375
tcd,mf,total,1996,2541.278076171875
tcd,mf,youth,1996,703.4596557617188
tcd,mf,adult,1996,1837.8184814453125
tcd,m,total,1996,1401.0220947265625
tcd,m,youth,1996,358.7456970214844
tcd,m,adult,1996,1042.2763671875
tcd,f,total,1996,1140.2559814453125
tcd,f,youth,1996,344.7139587402344
tcd,f,adult,1996,795.5421142578125
tcd,mf,total,1997,2621.13623046875
tcd,mf,youth,1997,730.7371826171875
tcd,mf,adult,1997,1890.39892578125
tcd,m,total,1997,1445.4801025390625
tcd,m,youth,1997,372.7651672363281
tcd,m,adult,1997,1072.7149658203125
tcd,f,total,1997,1175.656005859375
tcd,f,youth,1997,357.9720458984375
tcd,f,adult,1997,817.6840209960938
tcd,mf,total,1998,2707.457763671875
tcd,mf,youth,1998,759.3914794921875
tcd,mf,adult,1998,1948.066162109375
tcd,m,total,1998,1493.6085205078125
tcd,m,youth,1998,387.536865234375
tcd,m,adult,1998,1106.071533203125
tcd,f,total,1998,1213.849365234375
tcd,f,youth,1998,371.85467529296875
tcd,f,adult,1998,841.9946899414062
tcd,mf,total,1999,2797.328369140625
tcd,mf,youth,1999,787.63330078125
tcd,mf,adult,1999,2009.695068359375
tcd,m,total,1999,1543.9537353515625
tcd,m,youth,1999,402.3305969238281
tcd,m,adult,1999,1141.6231689453125
tcd,f,total,1999,1253.37451171875
tcd,f,youth,1999,385.302734375
tcd,f,adult,1999,868.0718383789062
tcd,mf,total,2000,2897.683349609375
tcd,mf,youth,2000,819.869140625
tcd,mf,adult,2000,2077.814208984375
tcd,m,total,2000,1600.158203125
tcd,m,youth,2000,419.0935974121094
tcd,m,adult,2000,1181.064697265625
tcd,f,total,2000,1297.525146484375
tcd,f,youth,2000,400.7755432128906
tcd,f,adult,2000,896.7496337890625
tcd,mf,total,2001,3002.88330078125
tcd,mf,youth,2001,855.6647338867188
tcd,mf,adult,2001,2147.218505859375
tcd,m,total,2001,1658.9527587890625
tcd,m,youth,2001,437.3626403808594
tcd,m,adult,2001,1221.590087890625
tcd,f,total,2001,1343.9305419921875
tcd,f,youth,2001,418.3020935058594
tcd,f,adult,2001,925.6284790039062
tcd,mf,total,2002,3110.474853515625
tcd,mf,youth,2002,889.8568115234375
tcd,mf,adult,2002,2220.6181640625
tcd,m,total,2002,1719.445068359375
tcd,m,youth,2002,455.1861877441406
tcd,m,adult,2002,1264.259033203125
tcd,f,total,2002,1391.02978515625
tcd,f,youth,2002,434.6706848144531
tcd,f,adult,2002,956.3591918945312
tcd,mf,total,2003,3230.139404296875
tcd,mf,youth,2003,929.1419067382812
tcd,mf,adult,2003,2300.99755859375
tcd,m,total,2003,1786.5916748046875
tcd,m,youth,2003,475.4332275390625
tcd,m,adult,2003,1311.158447265625
tcd,f,total,2003,1443.5477294921875
tcd,f,youth,2003,453.7086486816406
tcd,f,adult,2003,989.839111328125
tcd,mf,total,2004,3361.71435546875
tcd,mf,youth,2004,974.08740234375
tcd,mf,adult,2004,2387.626708984375
tcd,m,total,2004,1860.1805419921875
tcd,m,youth,2004,498.27276611328125
tcd,m,adult,2004,1361.9078369140625
tcd,f,total,2004,1501.5335693359375
tcd,f,youth,2004,475.8146667480469
tcd,f,adult,2004,1025.718994140625
tcd,mf,total,2005,3475.40234375
tcd,mf,youth,2005,1006.4510498046875
tcd,mf,adult,2005,2468.951171875
tcd,m,total,2005,1924.65087890625
tcd,m,youth,2005,515.7300415039062
tcd,m,adult,2005,1408.9208984375
tcd,f,total,2005,1550.7513427734375
tcd,f,youth,2005,490.7210693359375
tcd,f,adult,2005,1060.0302734375
tcd,mf,total,2006,3589.224853515625
tcd,mf,youth,2006,1041.3760986328125
tcd,mf,adult,2006,2547.848876953125
tcd,m,total,2006,1988.8878173828125
tcd,m,youth,2006,533.9837036132812
tcd,m,adult,2006,1454.9041748046875
tcd,f,total,2006,1600.3370361328125
tcd,f,youth,2006,507.392333984375
tcd,f,adult,2006,1092.9447021484375
tcd,mf,total,2007,3713.61962890625
tcd,mf,youth,2007,1081.4693603515625
tcd,mf,adult,2007,2632.14990234375
tcd,m,total,2007,2058.843017578125
tcd,m,youth,2007,554.6019897460938
tcd,m,adult,2007,1504.2412109375
tcd,f,total,2007,1654.7763671875
tcd,f,youth,2007,526.8673706054688
tcd,f,adult,2007,1127.908935546875
tcd,mf,total,2008,3842.88623046875
tcd,mf,youth,2008,1122.5474853515625
tcd,mf,adult,2008,2720.3388671875
tcd,m,total,2008,2131.58251953125
tcd,m,youth,2008,575.8086547851562
tcd,m,adult,2008,1555.77392578125
tcd,f,total,2008,1711.3038330078125
tcd,f,youth,2008,546.7387084960938
tcd,f,adult,2008,1164.5650634765625
tcd,mf,total,2009,3981.31787109375
tcd,mf,youth,2009,1166.65478515625
tcd,mf,adult,2009,2814.6630859375
tcd,m,total,2009,2209.3974609375
tcd,m,youth,2009,598.5524291992188
tcd,m,adult,2009,1610.844970703125
tcd,f,total,2009,1771.9202880859375
tcd,f,youth,2009,568.1022338867188
tcd,f,adult,2009,1203.818115234375
tcd,mf,total,2010,4134.4892578125
tcd,mf,youth,2010,1216.91357421875
tcd,mf,adult,2010,2917.575439453125
tcd,m,total,2010,2295.232421875
tcd,m,youth,2010,624.2381591796875
tcd,m,adult,2010,1670.9942626953125
tcd,f,total,2010,1839.2564697265625
tcd,f,youth,2010,592.675537109375
tcd,f,adult,2010,1246.5810546875
tcd,mf,total,2011,4271.48779296875
tcd,mf,youth,2011,1256.660400390625
tcd,mf,adult,2011,3014.827392578125
tcd,m,total,2011,2372.54931640625
tcd,m,youth,2011,645.14013671875
tcd,m,adult,2011,1727.4091796875
tcd,f,total,2011,1898.9383544921875
tcd,f,youth,2011,611.520263671875
tcd,f,adult,2011,1287.418212890625
tcd,mf,total,2012,4435.00830078125
tcd,mf,youth,2012,1309.15771484375
tcd,mf,adult,2012,3125.85009765625
tcd,m,total,2012,2463.824462890625
tcd,m,youth,2012,671.878173828125
tcd,m,adult,2012,1791.9462890625
tcd,f,total,2012,1971.18359375
tcd,f,youth,2012,637.2796020507812
tcd,f,adult,2012,1333.904052734375
tcd,mf,total,2013,4599.7958984375
tcd,mf,youth,2013,1359.4149169921875
tcd,mf,adult,2013,3240.381103515625
tcd,m,total,2013,2556.5166015625
tcd,m,youth,2013,697.9169311523438
tcd,m,adult,2013,1858.5997314453125
tcd,f,total,2013,2043.2791748046875
tcd,f,youth,2013,661.4979248046875
tcd,f,adult,2013,1381.78125
tcd,mf,total,2014,4776.681640625
tcd,mf,youth,2014,1413.341552734375
tcd,mf,adult,2014,3363.34033203125
tcd,m,total,2014,2655.876220703125
tcd,m,youth,2014,725.817626953125
tcd,m,adult,2014,1930.05859375
tcd,f,total,2014,2120.805419921875
tcd,f,youth,2014,687.52392578125
tcd,f,adult,2014,1433.2816162109375
tcd,mf,total,2015,4960.826171875
tcd,mf,youth,2015,1468.4637451171875
tcd,mf,adult,2015,3492.3623046875
tcd,m,total,2015,2759.244140625
tcd,m,youth,2015,754.4107666015625
tcd,m,adult,2015,2004.8333740234375
tcd,f,total,2015,2201.58203125
tcd,f,youth,2015,714.0530395507812
tcd,f,adult,2015,1487.5289306640625
tcd,mf,total,2016,5138.07666015625
tcd,mf,youth,2016,1519.6925048828125
tcd,mf,adult,2016,3618.384033203125
tcd,m,total,2016,2858.817626953125
tcd,m,youth,2016,781.1055908203125
tcd,m,adult,2016,2077.712158203125
tcd,f,total,2016,2279.2587890625
tcd,f,youth,2016,738.5869750976562
tcd,f,adult,2016,1540.671875
tcd,mf,total,2017,5326.267578125
tcd,mf,youth,2017,1574.552490234375
tcd,mf,adult,2017,3751.71484375
tcd,m,total,2017,2964.760009765625
tcd,m,youth,2017,809.6512451171875
tcd,m,adult,2017,2155.108642578125
tcd,f,total,2017,2361.507568359375
tcd,f,youth,2017,764.9012451171875
tcd,f,adult,2017,1596.606201171875
tcd,mf,total,2018,5522.84521484375
tcd,mf,youth,2018,1629.763916015625
tcd,mf,adult,2018,3893.08154296875
tcd,m,total,2018,3075.199951171875
tcd,m,youth,2018,838.5262451171875
tcd,m,adult,2018,2236.673828125
tcd,f,total,2018,2447.6455078125
tcd,f,youth,2018,791.237548828125
tcd,f,adult,2018,1656.4078369140625
tcd,mf,total,2019,5726.8544921875
tcd,mf,youth,2019,1686.06884765625
tcd,mf,adult,2019,4040.785400390625
tcd,m,total,2019,3190.21337890625
tcd,m,youth,2019,868.1278686523438
tcd,m,adult,2019,2322.08544921875
tcd,f,total,2019,2536.640869140625
tcd,f,youth,2019,817.9410400390625
tcd,f,adult,2019,1718.6998291015625
tcd,mf,total,2020,5938.8203125
tcd,mf,youth,2020,1742.6611328125
tcd,mf,adult,2020,4196.1591796875
tcd,m,total,2020,3309.679443359375
tcd,m,youth,2020,897.9911499023438
tcd,m,adult,2020,2411.688232421875
tcd,f,total,2020,2629.140625
tcd,f,youth,2020,844.669921875
tcd,f,adult,2020,1784.4708251953125
cha,mf,total,1991,66.61602020263672
cha,mf,youth,1991,11.006224632263184
cha,mf,adult,1991,55.609798431396484
cha,m,total,1991,39.64320755004883
cha,m,youth,1991,5.748818397521973
cha,m,adult,1991,33.894386291503906
cha,f,total,1991,26.972816467285156
cha,f,youth,1991,5.257405757904053
cha,f,adult,1991,21.715410232543945
cha,mf,total,1992,67.23434448242188
cha,mf,youth,1992,10.190465927124023
cha,mf,adult,1992,57.04387664794922
cha,m,total,1992,39.64447784423828
cha,m,youth,1992,5.316328048706055
cha,m,adult,1992,34.32815170288086
cha,f,total,1992,27.58986473083496
cha,f,youth,1992,4.874138355255127
cha,f,adult,1992,22.71572494506836
cha,mf,total,1993,67.47904968261719
cha,mf,youth,1993,9.60555648803711
cha,mf,adult,1993,57.87348937988281
cha,m,total,1993,39.5958137512207
cha,m,youth,1993,4.999425888061523
cha,m,adult,1993,34.59638977050781
cha,f,total,1993,27.883235931396484
cha,f,youth,1993,4.606131076812744
cha,f,adult,1993,23.2771053314209
cha,mf,total,1994,67.50716400146484
cha,mf,youth,1994,9.298245429992676
cha,mf,adult,1994,58.20892333984375
cha,m,total,1994,39.69032669067383
cha,m,youth,1994,4.842040061950684
cha,m,adult,1994,34.84828567504883
cha,f,total,1994,27.816844940185547
cha,f,youth,1994,4.456205368041992
cha,f,adult,1994,23.360637664794922
cha,mf,total,1995,67.60094451904297
cha,mf,youth,1995,9.277886390686035
cha,mf,adult,1995,58.32305908203125
cha,m,total,1995,39.95027160644531
cha,m,youth,1995,4.830949783325195
cha,m,adult,1995,35.11932373046875
cha,f,total,1995,27.650671005249023
cha,f,youth,1995,4.446936130523682
cha,f,adult,1995,23.2037353515625
cha,mf,total,1996,68.05992889404297
cha,mf,youth,1996,8.961008071899414
cha,mf,adult,1996,59.09892272949219
cha,m,total,1996,40.057640075683594
cha,m,youth,1996,4.6860880851745605
cha,m,adult,1996,35.371551513671875
cha,f,total,1996,28.002290725708008
cha,f,youth,1996,4.274919033050537
cha,f,adult,1996,23.727371215820312
cha,mf,total,1997,68.41834259033203
cha,mf,youth,1997,8.703069686889648
cha,mf,adult,1997,59.715274810791016
cha,m,total,1997,40.19700241088867
cha,m,youth,1997,4.579488754272461
cha,m,adult,1997,35.61751174926758
cha,f,total,1997,28.221345901489258
cha,f,youth,1997,4.1235809326171875
cha,f,adult,1997,24.097766876220703
cha,mf,total,1998,68.99213409423828
cha,mf,youth,1998,8.581900596618652
cha,mf,adult,1998,60.41023254394531
cha,m,total,1998,40.382423400878906
cha,m,youth,1998,4.534253120422363
cha,m,adult,1998,35.84817123413086
cha,f,total,1998,28.60970687866211
cha,f,youth,1998,4.047647476196289
cha,f,adult,1998,24.56205940246582
cha,mf,total,1999,69.75674438476562
cha,mf,youth,1999,8.38762378692627
cha,mf,adult,1999,61.369117736816406
cha,m,total,1999,40.52028274536133
cha,m,youth,1999,4.435654163360596
cha,m,adult,1999,36.08462905883789
cha,f,total,1999,29.23645782470703
cha,f,youth,1999,3.9519691467285156
cha,f,adult,1999,25.284488677978516
cha,mf,total,2000,70.4189224243164
cha,mf,youth,2000,8.278316497802734
cha,mf,adult,2000,62.140602111816406
cha,m,total,2000,40.698177337646484
cha,m,youth,2000,4.385359287261963
cha,m,adult,2000,36.31281661987305
cha,f,total,2000,29.720745086669922
cha,f,youth,2000,3.8929572105407715
cha,f,adult,2000,25.827787399291992
cha,mf,total,2001,71.01765441894531
cha,mf,youth,2001,8.369837760925293
cha,mf,adult,2001,62.647823333740234
cha,m,total,2001,40.850101470947266
cha,m,youth,2001,4.447209358215332
cha,m,adult,2001,36.40289306640625
cha,f,total,2001,30.16755485534668
cha,f,youth,2001,3.92262864112854
cha,f,adult,2001,26.24492645263672
cha,mf,total,2002,71.81079864501953
cha,mf,youth,2002,8.299753189086914
cha,mf,adult,2002,63.511051177978516
cha,m,total,2002,41.020389556884766
cha,m,youth,2002,4.419466495513916
cha,m,adult,2002,36.60092544555664
cha,f,total,2002,30.790414810180664
cha,f,youth,2002,3.880286455154419
cha,f,adult,2002,26.910125732421875
cha,mf,total,2003,72.63470458984375
cha,mf,youth,2003,8.304035186767578
cha,mf,adult,2003,64.33067321777344
cha,m,total,2003,41.23759460449219
cha,m,youth,2003,4.4254937171936035
cha,m,adult,2003,36.812103271484375
cha,f,total,2003,31.397109985351562
cha,f,youth,2003,3.8785414695739746
cha,f,adult,2003,27.51856803894043
cha,mf,total,2004,73.3072280883789
cha,mf,youth,2004,8.397130966186523
cha,mf,adult,2004,64.91009521484375
cha,m,total,2004,41.63487243652344
cha,m,youth,2004,4.4811201095581055
cha,m,adult,2004,37.153751373291016
cha,f,total,2004,31.672348022460938
cha,f,youth,2004,3.916011095046997
cha,f,adult,2004,27.75634002685547
cha,mf,total,2005,73.91840362548828
cha,mf,youth,2005,8.447126388549805
cha,mf,adult,2005,65.47128295898438
cha,m,total,2005,41.977783203125
cha,m,youth,2005,4.506292343139648
cha,m,adult,2005,37.47148895263672
cha,f,total,2005,31.940622329711914
cha,f,youth,2005,3.94083309173584
cha,f,adult,2005,27.999788284301758
cha,mf,total,2006,74.3751220703125
cha,mf,youth,2006,8.4597806930542
cha,mf,adult,2006,65.91533660888672
cha,m,total,2006,42.21080017089844
cha,m,youth,2006,4.5690999031066895
cha,m,adult,2006,37.641700744628906
cha,f,total,2006,32.1643180847168
cha,f,youth,2006,3.890681505203247
cha,f,adult,2006,28.273635864257812
cha,mf,total,2007,74.90213012695312
cha,mf,youth,2007,8.536259651184082
cha,mf,adult,2007,66.36587524414062
cha,m,total,2007,42.51812744140625
cha,m,youth,2007,4.665979385375977
cha,m,adult,2007,37.85214614868164
cha,f,total,2007,32.384010314941406
cha,f,youth,2007,3.8702797889709473
cha,f,adult,2007,28.51372718811035
cha,mf,total,2008,75.693603515625
cha,mf,youth,2008,8.454381942749023
cha,mf,adult,2008,67.23921966552734
cha,m,total,2008,42.775699615478516
cha,m,youth,2008,4.644608497619629
cha,m,adult,2008,38.1310920715332
cha,f,total,2008,32.917903900146484
cha,f,youth,2008,3.8097739219665527
cha,f,adult,2008,29.108129501342773
cha,mf,total,2009,76.75934600830078
cha,mf,youth,2009,8.060063362121582
cha,mf,adult,2009,68.69927978515625
cha,m,total,2009,42.92061996459961
cha,m,youth,2009,4.414819717407227
cha,m,adult,2009,38.505802154541016
cha,f,total,2009,33.838722229003906
cha,f,youth,2009,3.6452434062957764
cha,f,adult,2009,30.1934814453125
cha,mf,total,2010,76.97090148925781
cha,mf,youth,2010,7.783278942108154
cha,mf,adult,2010,69.1876220703125
cha,m,total,2010,43.136192321777344
cha,m,youth,2010,4.3041276931762695
cha,m,adult,2010,38.83206558227539
cha,f,total,2010,33.83470916748047
cha,f,youth,2010,3.479151487350464
cha,f,adult,2010,30.355560302734375
cha,mf,total,2011,76.54853820800781
cha,mf,youth,2011,8.396648406982422
cha,mf,adult,2011,68.15188598632812
cha,m,total,2011,43.608055114746094
cha,m,youth,2011,4.650306701660156
cha,m,adult,2011,38.95774841308594
cha,f,total,2011,32.94048309326172
cha,f,youth,2011,3.7463417053222656
cha,f,adult,2011,29.194143295288086
cha,mf,total,2012,76.94950866699219
cha,mf,youth,2012,8.338685989379883
cha,mf,adult,2012,68.6108169555664
cha,m,total,2012,43.68892288208008
cha,m,youth,2012,4.5824151039123535
cha,m,adult,2012,39.10650634765625
cha,f,total,2012,33.260581970214844
cha,f,youth,2012,3.7562708854675293
cha,f,adult,2012,29.504310607910156
cha,mf,total,2013,77.37740325927734
cha,mf,youth,2013,8.184493064880371
cha,mf,adult,2013,69.19291687011719
cha,m,total,2013,43.693382263183594
cha,m,youth,2013,4.463388442993164
cha,m,adult,2013,39.22999572753906
cha,f,total,2013,33.68402099609375
cha,f,youth,2013,3.721104621887207
cha,f,adult,2013,29.96291732788086
cha,mf,total,2014,77.19609069824219
cha,mf,youth,2014,8.191007614135742
cha,mf,adult,2014,69.00508117675781
cha,m,total,2014,43.69694900512695
cha,m,youth,2014,4.451013565063477
cha,m,adult,2014,39.245933532714844
cha,f,total,2014,33.499149322509766
cha,f,youth,2014,3.739994764328003
cha,f,adult,2014,29.759153366088867
cha,mf,total,2015,77.41403198242188
cha,mf,youth,2015,8.141212463378906
cha,mf,adult,2015,69.27281951904297
cha,m,total,2015,43.844295501708984
cha,m,youth,2015,4.413175582885742
cha,m,adult,2015,39.43111801147461
cha,f,total,2015,33.569740295410156
cha,f,youth,2015,3.7280375957489014
cha,f,adult,2015,29.84170150756836
cha,mf,total,2016,77.55913543701172
cha,mf,youth,2016,8.088237762451172
cha,mf,adult,2016,69.47089385986328
cha,m,total,2016,43.96287536621094
cha,m,youth,2016,4.382940292358398
cha,m,adult,2016,39.579933166503906
cha,f,total,2016,33.59626007080078
cha,f,youth,2016,3.7052972316741943
cha,f,adult,2016,29.89096450805664
cha,mf,total,2017,77.66492462158203
cha,mf,youth,2017,8.012413024902344
cha,mf,adult,2017,69.65251159667969
cha,m,total,2017,44.05101776123047
cha,m,youth,2017,4.349262237548828
cha,m,adult,2017,39.701759338378906
cha,f,total,2017,33.61390686035156
cha,f,youth,2017,3.663151264190674
cha,f,adult,2017,29.95075798034668
cha,mf,total,2018,77.74887084960938
cha,mf,youth,2018,7.922623634338379
cha,mf,adult,2018,69.82624816894531
cha,m,total,2018,44.11941909790039
cha,m,youth,2018,4.311962604522705
cha,m,adult,2018,39.807456970214844
cha,f,total,2018,33.629451751708984
cha,f,youth,2018,3.610661029815674
cha,f,adult,2018,30.018789291381836
cha,mf,total,2019,77.80403900146484
cha,mf,youth,2019,7.8297882080078125
cha,mf,adult,2019,69.97425842285156
cha,m,total,2019,44.1652717590332
cha,m,youth,2019,4.267438888549805
cha,m,adult,2019,39.897830963134766
cha,f,total,2019,33.638771057128906
cha,f,youth,2019,3.562349319458008
cha,f,adult,2019,30.07642364501953
cha,mf,total,2020,77.83368682861328
cha,mf,youth,2020,7.741676330566406
cha,mf,adult,2020,70.09201049804688
cha,m,total,2020,44.19313430786133
cha,m,youth,2020,4.21400785446167
cha,m,adult,2020,39.9791259765625
cha,f,total,2020,33.64054870605469
cha,f,youth,2020,3.5276687145233154
cha,f,adult,2020,30.112882614135742
chl,mf,total,1991,4818.794921875
chl,mf,youth,1991,854.3192138671875
chl,mf,adult,1991,3964.47607421875
chl,m,total,1991,3363.798095703125
chl,m,youth,1991,590.2925415039062
chl,m,adult,1991,2773.505615234375
chl,f,total,1991,1454.9969482421875
chl,f,youth,1991,264.0266418457031
chl,f,adult,1991,1190.9703369140625
chl,mf,total,1992,5064.5810546875
chl,mf,youth,1992,883.8953857421875
chl,mf,adult,1992,4180.685546875
chl,m,total,1992,3483.025146484375
chl,m,youth,1992,592.7418212890625
chl,m,adult,1992,2890.283203125
chl,f,total,1992,1581.5557861328125
chl,f,youth,1992,291.15362548828125
chl,f,adult,1992,1290.402099609375
chl,mf,total,1993,5274.375
chl,mf,youth,1993,917.9915161132812
chl,mf,adult,1993,4356.38330078125
chl,m,total,1993,3579.696533203125
chl,m,youth,1993,608.7999267578125
chl,m,adult,1993,2970.896484375
chl,f,total,1993,1694.6783447265625
chl,f,youth,1993,309.19158935546875
chl,f,adult,1993,1385.48681640625
chl,mf,total,1994,5287.3486328125
chl,mf,youth,1994,883.796875
chl,mf,adult,1994,4403.5517578125
chl,m,total,1994,3593.931640625
chl,m,youth,1994,585.3260498046875
chl,m,adult,1994,3008.60546875
chl,f,total,1994,1693.4171142578125
chl,f,youth,1994,298.47088623046875
chl,f,adult,1994,1394.9461669921875
chl,mf,total,1995,5352.1279296875
chl,mf,youth,1995,847.9252319335938
chl,mf,adult,1995,4504.203125
chl,m,total,1995,3652.697998046875
chl,m,youth,1995,561.7792358398438
chl,m,adult,1995,3090.9189453125
chl,f,total,1995,1699.4302978515625
chl,f,youth,1995,286.1460266113281
chl,f,adult,1995,1413.2841796875
chl,mf,total,1996,5311.2890625
chl,mf,youth,1996,780.8635864257812
chl,mf,adult,1996,4530.42578125
chl,m,total,1996,3645.182373046875
chl,m,youth,1996,521.6657104492188
chl,m,adult,1996,3123.5166015625
chl,f,total,1996,1666.10693359375
chl,f,youth,1996,259.1978759765625
chl,f,adult,1996,1406.9090576171875
chl,mf,total,1997,5450.12353515625
chl,mf,youth,1997,776.1094360351562
chl,mf,adult,1997,4674.01416015625
chl,m,total,1997,3704.64404296875
chl,m,youth,1997,506.72430419921875
chl,m,adult,1997,3197.919677734375
chl,f,total,1997,1745.4794921875
chl,f,youth,1997,269.3851013183594
chl,f,adult,1997,1476.0943603515625
chl,mf,total,1998,5552.92919921875
chl,mf,youth,1998,749.9777221679688
chl,mf,adult,1998,4802.95166015625
chl,m,total,1998,3759.760009765625
chl,m,youth,1998,491.39892578125
chl,m,adult,1998,3268.361328125
chl,f,total,1998,1793.169189453125
chl,f,youth,1998,258.57879638671875
chl,f,adult,1998,1534.59033203125
chl,mf,total,1999,5437.267578125
chl,mf,youth,1999,678.9600830078125
chl,mf,adult,1999,4758.3076171875
chl,m,total,1999,3665.6630859375
chl,m,youth,1999,450.8081970214844
chl,m,adult,1999,3214.854736328125
chl,f,total,1999,1771.6046142578125
chl,f,youth,1999,228.15194702148438
chl,f,adult,1999,1543.4527587890625
chl,mf,total,2000,5517.84716796875
chl,mf,youth,2000,655.888916015625
chl,mf,adult,2000,4861.95849609375
chl,m,total,2000,3706.41943359375
chl,m,youth,2000,429.9076843261719
chl,m,adult,2000,3276.51171875
chl,f,total,2000,1811.4278564453125
chl,f,youth,2000,225.98129272460938
chl,f,adult,2000,1585.4466552734375
chl,mf,total,2001,5555.3984375
chl,mf,youth,2001,639.5350952148438
chl,mf,adult,2001,4915.86328125
chl,m,total,2001,3742.7119140625
chl,m,youth,2001,420.9156494140625
chl,m,adult,2001,3321.79638671875
chl,f,total,2001,1812.686279296875
chl,f,youth,2001,218.61941528320312
chl,f,adult,2001,1594.06689453125
chl,mf,total,2002,5633.7802734375
chl,mf,youth,2002,627.1047973632812
chl,mf,adult,2002,5006.67529296875
chl,m,total,2002,3791.022705078125
chl,m,youth,2002,416.5205383300781
chl,m,adult,2002,3374.501953125
chl,f,total,2002,1842.7579345703125
chl,f,youth,2002,210.58425903320312
chl,f,adult,2002,1632.1737060546875
chl,mf,total,2003,5822.22509765625
chl,mf,youth,2003,634.5777587890625
chl,mf,adult,2003,5187.64697265625
chl,m,total,2003,3875.543701171875
chl,m,youth,2003,415.1155090332031
chl,m,adult,2003,3460.42822265625
chl,f,total,2003,1946.6810302734375
chl,f,youth,2003,219.46224975585938
chl,f,adult,2003,1727.21875
chl,mf,total,2004,5986.73193359375
chl,mf,youth,2004,655.6590576171875
chl,mf,adult,2004,5331.07275390625
chl,m,total,2004,3940.67041015625
chl,m,youth,2004,422.38470458984375
chl,m,adult,2004,3518.285400390625
chl,f,total,2004,2046.061279296875
chl,f,youth,2004,233.2743682861328
chl,f,adult,2004,1812.7869873046875
chl,mf,total,2005,6214.38427734375
chl,mf,youth,2005,680.0165405273438
chl,mf,adult,2005,5534.36767578125
chl,m,total,2005,4061.32080078125
chl,m,youth,2005,435.24639892578125
chl,m,adult,2005,3626.074462890625
chl,f,total,2005,2153.0634765625
chl,f,youth,2005,244.77015686035156
chl,f,adult,2005,1908.2933349609375
chl,mf,total,2006,6420.60888671875
chl,mf,youth,2006,711.853515625
chl,mf,adult,2006,5708.75537109375
chl,m,total,2006,4175.02978515625
chl,m,youth,2006,459.15087890625
chl,m,adult,2006,3715.878662109375
chl,f,total,2006,2245.5791015625
chl,f,youth,2006,252.70260620117188
chl,f,adult,2006,1992.8765869140625
chl,mf,total,2007,6643.37353515625
chl,mf,youth,2007,744.89111328125
chl,mf,adult,2007,5898.48193359375
chl,m,total,2007,4276.93310546875
chl,m,youth,2007,476.5115051269531
chl,m,adult,2007,3800.421630859375
chl,f,total,2007,2366.43994140625
chl,f,youth,2007,268.379638671875
chl,f,adult,2007,2098.060302734375
chl,mf,total,2008,6866.2763671875
chl,mf,youth,2008,778.4492797851562
chl,mf,adult,2008,6087.82666015625
